Year, MaleBirthScale, FemaleBirthScale,MaleDeathScale, FemaleDeathScale
0,0.777475194049,0.821682842293,1.12088382421,1.17237351738
1,0.777475194049,0.821682842293,1.12088382421,1.17237351738
2,0.779319409979,0.824278414183,1.11003129312,1.19061951385
3,0.779363336717,0.824324875059,1.1099692673,1.19055281945
4,0.782130390649,0.811643040561,1.14443507799,1.17935944943
5,0.782087632361,0.811598668846,1.1445041679,1.1794337469
6,0.784855238553,0.815375674428,1.13804621035,1.17216887577
7,0.784852049658,0.815372361528,1.13804891659,1.17217080056
8,0.78897187052,0.820529022229,1.13282732191,1.19284329291
9,0.788971425687,0.820528559602,1.13282585613,1.1928409976
10,0.792273016346,0.824811068841,1.12960360442,1.17833131485
11,0.792271840004,0.824809844188,1.12960359608,1.17833081058
12,0.79608559563,0.829603246962,1.12597282014,1.20423600577
13,0.796071158199,0.82958820167,1.12599143829,1.20425551411
14,0.800971769943,0.835494660659,1.13270456551,1.19486660748
15,0.800956716419,0.835478958309,1.1327221808,1.19488414001
16,0.793301095734,0.827493370744,1.13352663055,1.18333823225
17,0.793269615517,0.82746053369,1.13356616813,1.18337808647
18,0.801344186694,0.836655902349,1.13637566821,1.17417631688
19,0.801227189323,0.836533749418,1.13653128165,1.17433497099
20,0.79628305304,0.831371746783,1.14789663202,1.16888861345
21,0.796271730101,0.831359924892,1.14788734255,1.16887283955
22,0.795107312082,0.844968199591,1.14586153955,1.19598808828
23,0.795091305768,0.844951189528,1.14586332456,1.19598546391
24,0.80861839018,0.845004443227,1.15562643345,1.19104766169
25,0.808526056015,0.844907954227,1.15573924824,1.19116089532
26,0.808433125251,0.844810841783,1.12673124164,1.19066651674
27,0.808399223285,0.844775414303,1.12675165727,1.19068265927
28,0.80883040655,0.845225999869,1.14508799763,1.19486301281
29,0.808828788958,0.845224309488,1.14506602725,1.19483557984
30,0.794950791874,0.844801864059,1.15544773024,1.18865910786
31,0.794926468725,0.844776015613,1.15546532181,1.18867427067
32,0.795779271123,0.830845765411,1.16384349959,1.19176554297
33,0.795682814195,0.830745058051,1.16396809123,1.19189075113
34,0.796673251458,0.83177913953,1.13503135731,1.14992935477
35,0.796703291145,0.831810502934,1.13496560433,1.14985905431
36,0.796521438936,0.831620637297,1.14934257474,1.15518727821
37,0.796488785275,0.831586544733,1.14937790324,1.15522075216
38,0.795008248676,0.830040767395,1.16717299447,1.16133914081
39,0.794959210495,0.829989568317,1.16723364517,1.16139799086
40,0.793084783578,0.828032543645,1.1424161635,1.17018344578
41,0.793077733151,0.828025182537,1.14241397531,1.17017978149
42,0.791076425433,0.825935685985,1.15257401821,1.17844580102
43,0.791037414735,0.825894956257,1.15262308588,1.17849522784
44,0.789166199558,0.823941284853,1.12876693579,1.14118613777
45,0.789149930132,0.823924298506,1.12878229064,1.14120104409
46,0.787275699096,0.821967478347,1.144547552,1.15345105523
47,0.787292286096,0.821984796263,1.14451841777,1.15342122279
48,0.798914989692,0.835119634251,1.15330675389,1.163614549
49,0.799120263624,0.835315632969,1.15384133541,1.16302369146
50,0.799325537557,0.835511631688,1.15437591693,1.16243283392
51,0.799530811489,0.835707630406,1.15491049845,1.16184197637
52,0.799736085421,0.835903629124,1.15544507997,1.16125111883
53,0.799941359353,0.836099627843,1.15597966149,1.16066026129
54,0.800146633286,0.836295626561,1.15651424301,1.16006940375
55,0.800351907218,0.836491625279,1.15704882453,1.15947854621
56,0.80055718115,0.836687623998,1.15758340605,1.15888768867
57,0.800762455082,0.836883622716,1.15811798757,1.15829683112
58,0.800967729014,0.837079621434,1.15865256909,1.15770597358
59,0.801173002947,0.837275620153,1.15918715061,1.15711511604
60,0.801378276879,0.837471618871,1.15972173213,1.1565242585
61,0.801583550811,0.837667617589,1.16025631365,1.15593340096
62,0.801788824743,0.837863616308,1.16079089517,1.15534254341
63,0.801994098675,0.838059615026,1.16132547669,1.15475168587
64,0.802199372608,0.838255613744,1.16186005821,1.15416082833
65,0.80240464654,0.838451612463,1.16239463974,1.15356997079
66,0.802609920472,0.838647611181,1.16292922126,1.15297911325
67,0.802815194404,0.838843609899,1.16346380278,1.15238825571
68,0.803020468337,0.839039608618,1.1639983843,1.15179739816
69,0.803225742269,0.839235607336,1.16453296582,1.15120654062
70,0.803431016201,0.839431606054,1.16506754734,1.15061568308
71,0.803636290133,0.839627604773,1.16560212886,1.15002482554
72,0.803841564065,0.839823603491,1.16613671038,1.149433968
73,0.804046837998,0.840019602209,1.1666712919,1.14884311045
74,0.80425211193,0.840215600928,1.16720587342,1.14825225291
75,0.804457385862,0.840411599646,1.16774045494,1.14766139537
76,0.804662659794,0.840607598364,1.16827503646,1.14707053783
77,0.804867933726,0.840803597083,1.16880961798,1.14647968029
78,0.805073207659,0.840999595801,1.1693441995,1.14588882274
79,0.805278481591,0.841195594519,1.16987878102,1.1452979652
80,0.805483755523,0.841391593238,1.17041336254,1.14470710766
81,0.805689029455,0.841587591956,1.17094794406,1.14411625012
82,0.805894303387,0.841783590674,1.17148252558,1.14352539258
83,0.80609957732,0.841979589393,1.1720171071,1.14293453504
84,0.806304851252,0.842175588111,1.17255168862,1.14234367749
85,0.806510125184,0.842371586829,1.17308627014,1.14175281995
86,0.806715399116,0.842567585548,1.17362085166,1.14116196241
87,0.806920673049,0.842763584266,1.17415543318,1.14057110487
88,0.807125946981,0.842959582984,1.1746900147,1.13998024733
89,0.807331220913,0.843155581703,1.17522459622,1.13938938978
